# This file was produced by bcftools (1.21+htslib-1.21), the command line was:
# 	 bcftools gtcheck  -u GT,GT -E 0 -O t -o 05c_vcfs_soy50k/PI407020.soy50k.filtered.gtcheck.tsv -g 05c_vcfs_soy50k/panel/soy50k.biallelic.snps.vcf.gz 05c_vcfs_soy50k/PI407020.soy50k.filtered.vcf.gz
# and the working directory was:
# 	 /scratch/rec05938/52_bam_vcf
#
INFO	Time required to process one record .. 0.000197 seconds
INFO	sites-compared	18743
INFO	sites-skipped-no-match	44018
INFO	sites-skipped-multiallelic	0
INFO	sites-skipped-monoallelic	0
INFO	sites-skipped-no-data	0
INFO	sites-skipped-GT-not-diploid	622
INFO	sites-skipped-PL-not-diploid	0
INFO	sites-skipped-filtering-expression	0
INFO	sites-used-PL-vs-PL	0
INFO	sites-used-PL-vs-GT	0
INFO	sites-used-GT-vs-PL	0
INFO	sites-used-GT-vs-GT	18743
# DCv2, discordance version 2:
#     - Query sample
#     - Genotyped sample
#     - Discordance, given either as an abstract score or number of mismatches, see the options -E/-u
#       in man page for details. Note that samples with high missingness have fewer sites compared,
#       which results in lower overall discordance. Therefore it is advisable to use the average score
#       per site rather than the absolute value, i.e. divide the value by the number of sites compared
#       (smaller value = better match)
#     - Average negative log of HWE probability at matching sites, attempts to quantify the following
#       intuition: rare genotype matches are more informative than common genotype matches, hence two
#       samples with similar discordance can be further stratified by the HWE score (bigger value = better
#       match, the observed concordance was less likely to occur by chance)
#     - Number of sites compared for this pair of samples (bigger = more informative)
#     - Number of matching genotypes
#DCv2	[2]Query Sample	[3]Genotyped Sample	[4]Discordance	[5]Average -log P(HWE)	[6]Number of sites compared	[7]Number of matching genotypes
DCv2	PI407020	PI86046	7976	1.484382e+00	18742	10766
DCv2	PI407020	PI90208	9649	8.740248e-01	18742	9093
DCv2	PI407020	PI219698	7060	1.334077e+00	18742	11682
DCv2	PI407020	PI253651A	9205	1.124615e+00	18742	9537
DCv2	PI407020	PI347550A	9308	1.067362e+00	18742	9434
DCv2	PI407020	PI398807	10059	8.620893e-01	18742	8683
DCv2	PI407020	PI408055A	9819	8.645714e-01	18742	8923
DCv2	PI407020	PI408069	9630	8.650677e-01	18742	9112
DCv2	PI407020	PI408169A	9482	9.587744e-01	18742	9260
DCv2	PI407020	PI408169B	9521	9.501585e-01	18742	9221
DCv2	PI407020	PI416923	9018	9.243044e-01	18742	9724
DCv2	PI407020	PI417472A	9074	9.619045e-01	18742	9668
DCv2	PI407020	PI417508	8729	1.140812e+00	18742	10013
DCv2	PI407020	PI417521	10317	9.995227e-01	18742	8425
DCv2	PI407020	PI423734	9502	8.772140e-01	18742	9240
DCv2	PI407020	PI423923	9350	9.442760e-01	18742	9392
DCv2	PI407020	PI424145	9345	9.185236e-01	18742	9397
DCv2	PI407020	PI424159A	10157	8.867765e-01	18742	8585
DCv2	PI407020	PI424241	9529	8.646198e-01	18742	9213
DCv2	PI407020	PI424485	9624	8.803653e-01	18742	9118
DCv2	PI407020	PI424549B	9614	8.975395e-01	18742	9128
DCv2	PI407020	PI437196	9596	9.468479e-01	18742	9146
DCv2	PI407020	PI437199	9225	1.250211e+00	18742	9517
DCv2	PI407020	PI437619	10261	9.434625e-01	18742	8481
DCv2	PI407020	PI437633A	8539	1.171727e+00	18742	10203
DCv2	PI407020	PI437649B	10101	1.008487e+00	18742	8641
DCv2	PI407020	PI437749	9742	1.002825e+00	18742	9000
DCv2	PI407020	PI437833	9862	9.031781e-01	18742	8880
DCv2	PI407020	PI437841	10066	9.317782e-01	18742	8676
DCv2	PI407020	PI438229	10656	9.445625e-01	18742	8086
DCv2	PI407020	PI438249B	8968	1.268764e+00	18742	9774
DCv2	PI407020	PI438250B	8712	1.214534e+00	18742	10030
DCv2	PI407020	PI438251	11103	1.116298e+00	18742	7639
DCv2	PI407020	PI438252A	9838	9.737496e-01	18742	8904
DCv2	PI407020	PI438252C	9803	1.031336e+00	18742	8939
DCv2	PI407020	PI438313	8739	1.231295e+00	18742	10003
DCv2	PI407020	PI445825	9901	1.031737e+00	18742	8841
DCv2	PI407020	PI458139	9988	8.681178e-01	18742	8754
DCv2	PI407020	PI458181	9566	8.625040e-01	18742	9176
DCv2	PI407020	PI506560	8861	9.519378e-01	18742	9881
DCv2	PI407020	PI506574	8875	9.760368e-01	18742	9867
DCv2	PI407020	PI506575A	8957	9.515873e-01	18742	9785
DCv2	PI407020	PI506711B	8940	9.755429e-01	18742	9802
DCv2	PI407020	PI506847	8927	9.463446e-01	18742	9815
DCv2	PI407020	PI506992	9094	9.382640e-01	18742	9648
DCv2	PI407020	PI507344	9170	9.381936e-01	18742	9572
DCv2	PI407020	PI507368	9958	9.205338e-01	18742	8784
DCv2	PI407020	PI507541	9014	9.692153e-01	18742	9728
DCv2	PI407020	PI509111	9646	8.675587e-01	18742	9096
DCv2	PI407020	PI548449	9087	1.034719e+00	18742	9655
DCv2	PI407020	PI549076A	10709	9.327098e-01	18742	8033
DCv2	PI407020	PI561348	8875	9.576720e-01	18742	9867
DCv2	PI407020	PI567433A	9536	1.161012e+00	18742	9206
DCv2	PI407020	PI567451	7737	1.259511e+00	18742	11005
DCv2	PI407020	PI567453	9090	1.175249e+00	18742	9652
DCv2	PI407020	PI567518	9543	1.296906e+00	18742	9199
DCv2	PI407020	PI567603A	9235	1.078098e+00	18742	9507
DCv2	PI407020	PI567679C	9114	1.147899e+00	18742	9628
DCv2	PI407020	PI567767C	9192	1.153454e+00	18742	9550
DCv2	PI407020	PI578386	10450	9.548603e-01	18742	8292
DCv2	PI407020	PI578485A	10382	1.000685e+00	18742	8360
DCv2	PI407020	PI587583B	9209	1.022726e+00	18742	9533
